    ,CardCode,MONTH1,MONTH2,MONTH3,MONTH4,MONTH5,MONTH6,MONTH7,MONTH8,MONTH9,MONTH10,MONTH11,MONTH12,MONTH13,MONTH14,MONTH15,MONTH16,MONTH17,MONTH18,MONTH19,MONTH20,MONTH21,MONTH22,MONTH23,MONTH24,MONTH25,MONTH26,MONTH27,MONTH28,MONTH29,MONTH30,MONTH31,MONTH32,MONTH33,MONTH34,MONTH35,MONTH36,MONTH37,MONTH38,MONTH39,MONTH40,MONTH41,MONTH42,MONTH43,MONTH44,MONTH45,MONTH46,MONTH47,MONTH48,MONTH49,MONTH50,MONTH51,MONTH52,MONTH53,MONTH54,MONTH55,MONTH56,MONTH57,MONTH58,MONTH59,MONTH60,MONTH61,MONTH62,MONTH63,MONTH64,MONTH65,MONTH66,MONTH67,MONTH68,MONTH69,MONTH70,MONTH71,MONTH72,MONTH73,MONTH74,MONTH75,MONTH76,MONTH77,MONTH78,MONTH79,MONTH80,MONTH81,MONTH82,MONTH83
39  ,S200    ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
40  ,V021    ,1     ,2     ,0     ,0     ,1     ,0     ,0     ,1     ,0     ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
41  ,A155    ,3     ,2     ,2     ,5     ,0     ,2     ,1     ,0     ,1     ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
42  ,V024    ,2     ,3     ,1     ,4     ,2     ,4     ,7     ,2     ,2     ,0      ,2      ,1      ,3      ,3      ,4      ,3      ,3      ,1      ,4      ,2      ,2      ,1      ,2      ,0      ,0      ,1      ,3      ,1      ,2      ,3      ,1      ,0      ,7      ,3      ,3      ,4      ,4      ,0      ,0      ,2      ,1      ,1      ,4      ,5      ,3      ,2      ,1      ,2      ,0      ,0      ,2      ,0      ,2      ,1      ,4      ,0      ,0      ,0      ,0      ,1      ,8      ,3      ,2      ,1      ,1      ,0      ,2      ,0      ,2      ,2      ,0      ,0      ,2      ,0      ,2      ,3      ,0      ,0      ,0      ,2      ,0      ,0      ,0      
43  ,C038    ,1     ,1     ,0     ,2     ,2     ,4     ,5     ,2     ,0     ,4      ,3      ,1      ,2      ,6      ,0      ,3      ,5      ,5      ,0      ,0      ,0      ,1      ,2      ,3      ,0      ,0      ,0      ,0      ,1      ,0      ,1      ,0      ,1      ,0      ,1      ,1      ,0      ,1      ,5      ,0      ,0      ,1      ,0      ,2      ,3      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
44  ,K030    ,2     ,1     ,0     ,2     ,1     ,1     ,0     ,1     ,0     ,1      ,0      ,2      ,2      ,0      ,0      ,1      ,0      ,2      ,2      ,0      ,0      ,2      ,0      ,3      ,0      ,2      ,3      ,1      ,0      ,0      ,3      ,1      ,0      ,5      ,1      ,1      ,1      ,0      ,1      ,0      ,0      ,1      ,2      ,1      ,0      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,2      ,4      ,3      ,1      ,0      ,0      ,0      ,1      ,1      ,0      ,6      ,2      ,0      ,8      ,3      ,5      ,1      ,3      ,7      ,0      ,1      ,3      ,3      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
45  ,W041    ,1     ,4     ,2     ,2     ,2     ,0     ,1     ,1     ,2     ,4      ,2      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
46  ,A006    ,8     ,4     ,2     ,3     ,0     ,2     ,3     ,3     ,3     ,5      ,3      ,0      ,3      ,0      ,4      ,10     ,5      ,7      ,6      ,5      ,6      ,3      ,12     ,6      ,1      ,3      ,1      ,4      ,6      ,8      ,8      ,4      ,3      ,5      ,6      ,6      ,2      ,3      ,7      ,8      ,8      ,7      ,6      ,4      ,1      ,2      ,9      ,4      ,0      ,3      ,1      ,3      ,8      ,8      ,11     ,12     ,4      ,3      ,2      ,7      ,3      ,3      ,4      ,4      ,3      ,1      ,4      ,4      ,0      ,5      ,2      ,0      ,5      ,3      ,3      ,2      ,3      ,4      ,5      ,3      ,0      ,0      ,0      
47  ,L013    ,2     ,0     ,0     ,0     ,0     ,0     ,0     ,1     ,1     ,0      ,3      ,0      ,2      ,0      ,0      ,0      ,1      ,0      ,1      ,1      ,0      ,3      ,1      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,1      ,0      ,3      ,3      ,1      ,0      ,1      ,0      ,1      ,0      ,0      ,0      ,1      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,1      ,0      ,0      ,0      ,1      ,2      ,0      ,0      ,0      ,0      ,0      ,0      
48  ,E076    ,3     ,1     ,0     ,1     ,1     ,1     ,0     ,1     ,2     ,0      ,0      ,0      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,1      ,0      ,1      ,2      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
49  ,S165    ,1     ,0     ,0     ,0     ,0     ,1     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
50  ,I081    ,1     ,1     ,3     ,2     ,1     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
51  ,U008    ,1     ,1     ,1     ,1     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,1      ,1      ,0      ,0      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,3      ,0      ,2      ,1      ,2      ,1      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
52  ,A079    ,1     ,6     ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,1      ,0      ,1      ,0      ,4      ,0      ,1      ,0      ,1      ,1      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
53  ,C111    ,2     ,0     ,4     ,3     ,1     ,0     ,1     ,1     ,0     ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,3      ,1      ,0      ,0      ,0      ,2      ,1      ,0      ,0      ,3      ,1      ,0      ,4      ,2      ,0      ,1      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,4      ,0      ,0      ,2      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
54  ,B057    ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
55  ,T103    ,2     ,0     ,0     ,0     ,0     ,1     ,0     ,0     ,0     ,1      ,0      ,1      ,3      ,1      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
56  ,F008    ,1     ,3     ,5     ,5     ,1     ,5     ,0     ,6     ,4     ,4      ,1      ,3      ,0      ,4      ,2      ,1      ,3      ,4      ,10     ,5      ,4      ,2      ,1      ,1      ,10     ,3      ,0      ,3      ,2      ,2      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,3      ,2      ,1      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,1      ,0      ,0      ,0      
57  ,U071    ,1     ,7     ,0     ,0     ,1     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
58  ,M130    ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,2      ,1      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
59  ,P036    ,2     ,0     ,1     ,1     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,1      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
60  ,D068    ,1     ,0     ,1     ,0     ,0     ,1     ,1     ,0     ,0     ,0      ,1      ,1      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,3      ,1      ,0      ,0      ,0      ,1      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,1      ,0      ,0      ,2      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
61  ,T107    ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,1     ,0     ,0      ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
62  ,O021    ,1     ,2     ,0     ,0     ,1     ,0     ,0     ,0     ,0     ,3      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
63  ,A075    ,1     ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
64  ,I069    ,1     ,0     ,0     ,0     ,2     ,0     ,2     ,3     ,3     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,1      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,2      ,0      ,0      ,0      ,2      ,1      ,0      ,2      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
65  ,T051    ,1     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
66  ,G020    ,1     ,0     ,1     ,0     ,1     ,1     ,2     ,2     ,4     ,2      ,2      ,0      ,4      ,1      ,0      ,1      ,2      ,3      ,2      ,2      ,3      ,0      ,3      ,1      ,5      ,0      ,1      ,8      ,2      ,1      ,3      ,0      ,6      ,4      ,4      ,0      ,4      ,1      ,2      ,3      ,3      ,1      ,3      ,4      ,1      ,0      ,1      ,2      ,1      ,1      ,3      ,2      ,0      ,1      ,1      ,1      ,0      ,2      ,0      ,2      ,2      ,2      ,2      ,1      ,1      ,5      ,1      ,1      ,1      ,0      ,1      ,0      ,1      ,0      ,0      ,1      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
67  ,A166    ,1     ,0     ,0     ,2     ,0     ,0     ,0     ,0     ,0     ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      ,0      
